disease	sampletype	gene_a	refseq_a	chr_a	position_a	gene_b	refseq_b	chr_b	position_b	Discordant_readcount	TARGET_CASE_ID	strand_a	strand_b
OS	diagnosis	BAZ1B	NM_032408	chr7	72867554	RCL1	NM_005772	chr9	4831436	40	40-PARKAF	+	+
OS	diagnosis	MEST	NM_177524	chr7	130128324			chr11	67285608	28	40-PARKAF	+	+
OS	diagnosis	TBXAS1	NM_001061	chr7	139577098	TMEM135	NM_001168724	chr11	86918500	35	40-PARKAF	-	-
OS	diagnosis	GATA4	NM_002052	chr8	11571517	XPNPEP3	NM_022098	chr22	41271566	24	40-PARKAF	+	+
OS	diagnosis	DLC1	NM_182643	chr8	13109033			chr8	26887163	34	40-PARKAF	-	-
OS	diagnosis	DLC1	NM_182643	chr8	12991337	DLC1	NM_182643	chr8	13109223	49	40-PARKAF	+	-
OS	diagnosis	DLC1	NM_182643	chr8	13109175	PSD3	NM_015310	chr8	18800759	15	40-PARKAF	+	+
OS	diagnosis	PSD3	NM_015310	chr8	18565293			chr19	31519736	67	40-PARKAF	+	+
OS	diagnosis			chr8	47900279	SLCO5A1	NM_001146008	chr8	70637036	18	40-PARKAF	+	-
OS	diagnosis	SAMD12	NM_001101676	chr8	119203469			chr10	52730051	6	40-PARKAF	-	-
OS	diagnosis	KCNQ3	NM_004519	chr8	133413957			chr8	139592979	122	40-PARKAF	-	-
OS	diagnosis			chr8	139591343	MROH1	NM_001099280	chr8	145265871	89	40-PARKAF	-	+
OS	diagnosis	CYHR1	NM_138496	chr8	145681172	SLC44A2	NM_001145056	chr19	10732786	8	40-PARKAF	+	-
OS	diagnosis			chr9	1455465	CNTLN	NM_017738	chr9	17353196	16	40-PARKAF	+	+
OS	diagnosis			chr9	7265885	PTPRD	NM_002839	chr9	9262504	86	40-PARKAF	+	+
OS	diagnosis			chr9	7357245	BNC2	NM_017637	chr9	16564473	16	40-PARKAF	-	-
OS	diagnosis	PTPRD	NM_001040712	chr9	8589731	CEACAM22P	NR_027754	chr19	45056850	15	40-PARKAF	+	-
OS	diagnosis	PTPRD	NM_002839	chr9	10180913			chr9	16332309	81	40-PARKAF	+	-
OS	diagnosis	LURAP1L	NM_203403	chr9	12799999	NFIB	NM_001190738	chr9	14356802	113	40-PARKAF	-	-
OS	diagnosis	LURAP1L	NM_203403	chr9	12821653			chr9	12838139	132	40-PARKAF	+	+
OS	diagnosis			chr9	14723085	FREM1	NM_001177704	chr9	14749012	234	40-PARKAF	+	-
OS	diagnosis	FREM1	NM_001177704	chr9	14749006	FREM1	NM_001177704	chr9	14749051	28	40-PARKAF	+	-
OS	diagnosis	LRRC8A	NM_001127244	chr9	131668754	NUP188	NM_015354	chr9	131757753	31	40-PARKAF	-	-
OS	diagnosis	GPR158	NM_020752	chr10	25637297			chr10	39102893	17	40-PARKAF	+	+
OS	diagnosis	SOX6	NM_001145811	chr11	16388262			chr11	20554379	3	40-PARKAF	-	+
OS	diagnosis	CKAP5	NM_001008938	chr11	46786325	DDB2	NM_000107	chr11	47255297	19	40-PARKAF	+	+
OS	diagnosis	PLA2G16	NM_001128203	chr11	63369719			chr11	63694802	24	40-PARKAF	-	+
OS	diagnosis	UVRAG	NM_003369	chr11	75570274	UVRAG	NM_003369	chr11	75571989	9	40-PARKAF	+	-
OS	diagnosis	CPNE8	NM_153634	chr12	39273282	CPNE8	NM_153634	chr12	39273827	56	40-PARKAF	-	+
OS	diagnosis			chr12	39916286	CNTN1	NM_001843	chr12	41130807	4	40-PARKAF	-	-
OS	diagnosis	SLC2A13	NM_052885	chr12	40348813	SLC2A13	NM_052885	chr12	40349601	146	40-PARKAF	-	+
OS	diagnosis	SLC2A13	NM_052885	chr12	40496350			chr12	40580781	160	40-PARKAF	+	-
OS	diagnosis	LRRK2	NM_198578	chr12	40755328	LRRK2	NM_198578	chr12	40762597	126	40-PARKAF	-	+
OS	diagnosis			chr12	40899076	TSHZ3	NM_020856	chr19	31828280	41	40-PARKAF	-	-
OS	diagnosis	CNTN1	NM_001843	chr12	41327561	CNTN1	NM_001843	chr12	41329662	18	40-PARKAF	+	-
OS	diagnosis	CNTN1	NM_001843	chr12	41329748			chr12	54071560	52	40-PARKAF	-	+
OS	diagnosis			chr12	54072064	DYX1C1	NM_001033559	chr15	55793417	8	40-PARKAF	+	-
OS	diagnosis			chr12	68685933	MDM1	NM_017440	chr12	68689595	30	40-PARKAF	-	+
OS	diagnosis			chr12	70348417	STAB2	NM_017564	chr12	104051161	8	40-PARKAF	+	+
OS	diagnosis			chr13	34581520	DLEU7	NM_198989	chr13	51390894	54	40-PARKAF	-	+
OS	diagnosis			chr13	55778118	MYCBP2	NM_015057	chr13	77736956	42	40-PARKAF	+	+
OS	diagnosis	GEMIN2	NM_001009182	chr14	39585875			chr14	98759978	11	40-PARKAF	+	-
OS	diagnosis			chr14	98760109	LDLR	NM_000527	chr19	11232220	9	40-PARKAF	-	-
OS	diagnosis			chr15	24339770	ZNF432	NM_014650	chr19	52551505	13	40-PARKAF	+	-
OS	diagnosis	DYX1C1	NM_001033559	chr15	55793306	TP53	NM_000546	chr17	7589527	8	40-PARKAF	-	-
OS	diagnosis	ST8SIA2	NM_006011	chr15	92953585	ZNF836	NM_001102657	chr19	52658846	35	40-PARKAF	-	+
OS	diagnosis	MCTP2	NM_001159643	chr15	94982302			chr15	96310437	32	40-PARKAF	+	+
OS	diagnosis	ADAMTS17	NM_139057	chr15	100856891	ADAMTS17	NM_139057	chr15	100857647	37	40-PARKAF	+	-
OS	diagnosis	TRAF7	NM_032271	chr16	2211626	RNPS1	NM_006711	chr16	2313788	7	40-PARKAF	-	+
OS	diagnosis	ALOX12	NM_000697	chr17	6906692			chr22	38198967	174	40-PARKAF	+	-
OS	diagnosis	TP53	NM_000546	chr17	7587312	TP53	NM_000546	chr17	7589267	63	40-PARKAF	-	+
OS	diagnosis	TP53	NM_000546	chr17	7587620			chr22	38198861	92	40-PARKAF	+	+
OS	diagnosis	LYRM9	NM_001076680	chr17	26209813	TBCD	NM_005993	chr17	80882066	41	40-PARKAF	+	+
OS	diagnosis	LDLR	NM_000527	chr19	11230991	LDLR	NM_000527	chr19	11235713	8	40-PARKAF	-	+
OS	diagnosis	NWD1	NM_001007525	chr19	16848806	ANKRD27	NM_032139	chr19	33121729	121	40-PARKAF	-	-
OS	diagnosis			chr19	28330005	SREBF2	NM_004599	chr22	42241566	35	40-PARKAF	-	-
OS	diagnosis			chr19	31100449	ZNF570	NM_144694	chr19	37967611	14	40-PARKAF	-	+
OS	diagnosis	ANKRD27	NM_032139	chr19	33089021	ANKRD27	NM_032139	chr19	33115086	107	40-PARKAF	-	+
OS	diagnosis	TDRD12	NM_001110822	chr19	33230488			chr21	31377512	25	40-PARKAF	+	+
OS	diagnosis	DACT3	NM_145056	chr19	47163646			chr19	52513549	110	40-PARKAF	-	+
OS	diagnosis			chr19	47221957	ZNF614	NM_025040	chr19	52521567	70	40-PARKAF	-	-
OS	diagnosis			chr19	47922787	KLK7	NM_005046	chr19	51484142	3	40-PARKAF	-	-
OS	diagnosis	ZNF614	NM_025040	chr19	52521568	ZNF614	NM_025040	chr19	52522280	17	40-PARKAF	+	+
OS	diagnosis			chr21	9826468	TMPRSS2	NM_001135099	chr21	42870932	4	40-PARKAF	-	-
OS	diagnosis	MX2	NM_002463	chr21	42766171	SIK1	NM_173354	chr21	44846174	9	40-PARKAF	-	+
OS	diagnosis	TMEM164	NM_017698	chrX	109315111			chrX	125792488	10	40-PARKAF	-	+
OS	diagnosis			chrX	110527887	F8	NM_000132	chrX	154092207	91	40-PARKAF	-	-
OS	diagnosis	TNN	NM_022093	chr1	175115122	TNN	NM_022093	chr1	175116857	150	40-PASFCV	+	+
OS	diagnosis	EHBP1	NM_001142614	chr2	62958101			chr2	133024553	4	40-PASFCV	-	-
OS	diagnosis	ARID5A	NM_212481	chr2	97203767			chr6	53093678	115	40-PASFCV	-	-
OS	diagnosis	ARID5A	NM_212481	chr2	97208734	SPAG16	NM_024532	chr2	214982500	73	40-PASFCV	-	+
OS	diagnosis			chr2	97254493	BARD1	NM_000465	chr2	215626047	87	40-PASFCV	-	-
OS	diagnosis	AFF3	NM_001025108	chr2	100510892			chr2	187334825	9	40-PASFCV	-	-
OS	diagnosis	AFF3	NM_001025108	chr2	100529521	FSIP2	NM_173651	chr2	186650354	23	40-PASFCV	+	-
OS	diagnosis			chr2	101213224	SPAG16	NM_024532	chr2	214905081	32	40-PASFCV	-	-
OS	diagnosis			chr2	104610539	FBLN7	NM_001128165	chr2	112928441	65	40-PASFCV	+	+
OS	diagnosis			chr2	104617791	MERTK	NM_006343	chr2	112710383	40	40-PASFCV	-	-
OS	diagnosis			chr2	104617957	GULP1	NM_016315	chr2	189392469	31	40-PASFCV	+	-
OS	diagnosis			chr2	104618717	CLASP1	NM_001142273	chr2	122121253	60	40-PASFCV	-	-
OS	diagnosis			chr2	104619157	SCTR	NM_002980	chr2	120271672	93	40-PASFCV	+	-
OS	diagnosis			chr2	104620746	GLI2	NM_005270	chr2	121675259	55	40-PASFCV	-	+
OS	diagnosis	MERTK	NM_006343	chr2	112710499	GULP1	NM_016315	chr2	189392471	36	40-PASFCV	+	-
OS	diagnosis	MERTK	NM_006343	chr2	112721217			chr2	112958812	33	40-PASFCV	-	-
OS	diagnosis	FBLN7	NM_001128165	chr2	112903274	FBLN7	NM_001128165	chr2	112912020	56	40-PASFCV	-	+
OS	diagnosis	FBLN7	NM_001128165	chr2	112912959	CLASP1	NM_001142273	chr2	122133805	32	40-PASFCV	+	+
OS	diagnosis	FBLN7	NM_001128165	chr2	112916233	GULP1	NM_016315	chr2	189385836	21	40-PASFCV	-	-
OS	diagnosis	CNTNAP5	NM_130773	chr2	125198654	CNTNAP5	NM_130773	chr2	125386636	19	40-PASFCV	+	+
OS	diagnosis	CERS6	NM_203463	chr2	169358840			chr6	46409590	78	40-PASFCV	-	-
OS	diagnosis	CERS6	NM_203463	chr2	169480808	RCAN2	NM_005822	chr6	46206880	55	40-PASFCV	+	+
OS	diagnosis	ZNF804A	NM_194250	chr2	185512210			chr6	38126903	60	40-PASFCV	+	+
OS	diagnosis	GULP1	NM_016315	chr2	189379755	GULP1	NM_016315	chr2	189380988	41	40-PASFCV	-	+
OS	diagnosis	COL3A1	NM_000090	chr2	189867524			chr2	189879755	61	40-PASFCV	-	+
OS	diagnosis	CYP20A1	NM_177538	chr2	204108543			chr7	117688139	36	40-PASFCV	-	-
OS	diagnosis	ERBB4	NM_001042599	chr2	212254843			chr6	42445869	78	40-PASFCV	+	+
OS	diagnosis	ERBB4	NM_001042599	chr2	213052660	ELOVL5	NM_021814	chr6	53181280	137	40-PASFCV	+	+
OS	diagnosis	SPAG16	NM_024532	chr2	214834514	SPAG16	NM_024532	chr2	215252227	6	40-PASFCV	+	+
OS	diagnosis	SPAG16	NM_024532	chr2	215061526	BARD1	NM_000465	chr2	215657198	74	40-PASFCV	+	+
OS	diagnosis	SPAG16	NM_024532	chr2	215107853			chr6	37177588	52	40-PASFCV	-	+
OS	diagnosis	SPAG16	NM_024532	chr2	215205037	STRIP2	NM_020704	chr7	129127803	15	40-PASFCV	-	+
OS	diagnosis	SPAG16	NM_024532	chr2	215223206	IMMP2L	NM_032549	chr7	110560898	17	40-PASFCV	+	+
OS	diagnosis	ABCA12	NM_015657	chr2	215835628	CYP39A1	NM_016593	chr6	46532491	96	40-PASFCV	-	-
OS	diagnosis	ABCA12	NM_015657	chr2	215879761			chr6	37579593	121	40-PASFCV	+	+
OS	diagnosis	FN1	NM_002026	chr2	216243820	FN1	NM_002026	chr2	216272171	64	40-PASFCV	+	+
OS	diagnosis			chr4	41866663	KCTD8	NM_198353	chr4	44336586	75	40-PASFCV	+	+
OS	diagnosis	SCFD2	NM_152540	chr4	53864231			chrX	105391898	29	40-PASFCV	-	+
OS	diagnosis	ANKRD17	NM_032217	chr4	73994437	COL25A1	NM_032518	chr4	110026115	14	40-PASFCV	+	+
OS	diagnosis	C4orf22	NM_152770	chr4	81385095	COL25A1	NM_032518	chr4	110026660	8	40-PASFCV	-	+
OS	diagnosis	COL25A1	NM_032518	chr4	109958590			chr20	54500239	12	40-PASFCV	-	+
OS	diagnosis	COL25A1	NM_032518	chr4	110026444	CFI	NM_000204	chr4	110666521	23	40-PASFCV	+	-
OS	diagnosis			chr4	153188055	MARCH1	NM_001166373	chr4	165043286	3	40-PASFCV	+	+
OS	diagnosis			chr4	153190475	TRIM2	NM_001130067	chr4	154081860	44	40-PASFCV	-	-
OS	diagnosis			chr4	155950418	TLL1	NM_012464	chr4	167012659	51	40-PASFCV	-	-
OS	diagnosis	MARCH1	NM_001166373	chr4	165042834	TLL1	NM_012464	chr4	166992607	7	40-PASFCV	+	-
OS	diagnosis	TLL1	NM_012464	chr4	166992609			chr4	167311827	23	40-PASFCV	-	-
OS	diagnosis			chr4	171692680	GALNTL6	NM_001034845	chr4	173414507	41	40-PASFCV	-	+
OS	diagnosis			chr5	179659744	FLT4	NM_002020	chr5	180056717	33	40-PASFCV	+	-
OS	diagnosis	TMEM217	NM_001162900	chr6	37213458			chr6	48387607	93	40-PASFCV	+	+
OS	diagnosis			chr6	37729133	ELOVL5	NM_021814	chr6	53149112	32	40-PASFCV	-	+
OS	diagnosis	ZFAND3	NM_021943	chr6	37852264	GPR116	NM_001098518	chr6	46845029	7	40-PASFCV	+	-
OS	diagnosis	BTBD9	NM_001099272	chr6	38162069			chr6	48392685	29	40-PASFCV	+	-
OS	diagnosis	TRERF1	NM_033502	chr6	42344795	UBR2	NM_001184801	chr6	42534655	52	40-PASFCV	-	+
OS	diagnosis			chr6	42447577	UBR2	NM_001184801	chr6	42541162	60	40-PASFCV	+	-
OS	diagnosis	UBR2	NM_001184801	chr6	42542575			chr6	49621808	31	40-PASFCV	-	+
OS	diagnosis	RCAN2	NM_005822	chr6	46209378			chr6	50565437	72	40-PASFCV	+	+
OS	diagnosis			chr6	46389673	ANKRD66	NM_001162435	chr6	46717490	58	40-PASFCV	-	+
OS	diagnosis			chr6	49623761	PKHD1	NM_138694	chr6	51755184	81	40-PASFCV	-	+
OS	diagnosis			chr6	52788294	PRIM2	NM_000947	chr6	57503209	30	40-PASFCV	-	+
OS	diagnosis	ELOVL5	NM_021814	chr6	53180196			chr6	55523738	58	40-PASFCV	+	-
OS	diagnosis	MLIP	NM_138569	chr6	54066259			chr6	58180822	9	40-PASFCV	-	-
OS	diagnosis	HMGCLL1	NM_001042406	chr6	55440698			chr6	55472460	155	40-PASFCV	+	+
OS	diagnosis	NXPH1	NM_152745	chr7	8647801	THSD7A	NM_015204	chr7	11848142	22	40-PASFCV	+	+
OS	diagnosis			chr7	11279329	THSD7A	NM_015204	chr7	11809506	15	40-PASFCV	+	-
OS	diagnosis	THSD7A	NM_015204	chr7	11625214			chr7	31724235	12	40-PASFCV	-	-
OS	diagnosis			chr7	12963704	FAM221A	NM_001127364	chr7	23740650	20	40-PASFCV	-	-
OS	diagnosis			chr7	24121247	FAM188B	NM_032222	chr7	30813108	10	40-PASFCV	+	-
OS	diagnosis	ISPD	NM_001101417	chr7	16252038	IGF2BP3	NM_006547	chr7	23444729	14	40-PASFCV	+	+
OS	diagnosis	ISPD	NM_001101417	chr7	16243994	FAM188B	NM_032222	chr7	30853410	34	40-PASFCV	+	+
OS	diagnosis	ISPD	NM_001101417	chr7	16250807			chr7	23686148	21	40-PASFCV	+	+
OS	diagnosis	ISPD	NM_001101417	chr7	16252061	CCDC126	NM_138771	chr7	23668876	7	40-PASFCV	+	+
OS	diagnosis			chr7	19506028	IGF2BP3	NM_006547	chr7	23466870	25	40-PASFCV	+	+
OS	diagnosis			chr7	19514814	KBTBD2	NM_015483	chr7	32910102	33	40-PASFCV	-	+
OS	diagnosis	IGF2BP3	NM_006547	chr7	23444842			chr7	23686379	25	40-PASFCV	+	-
OS	diagnosis	IGF2BP3	NM_006547	chr7	23444150	IGF2BP3	NM_006547	chr7	23467220	17	40-PASFCV	+	-
OS	diagnosis	IGF2BP3	NM_006547	chr7	23462079	FAM188B	NM_032222	chr7	30839396	16	40-PASFCV	+	+
OS	diagnosis	FAM221A	NM_001127364	chr7	23722412			chr7	35600521	27	40-PASFCV	-	+
OS	diagnosis	FAM188B	NM_032222	chr7	30858608			chr7	36183507	25	40-PASFCV	+	-
OS	diagnosis	AUTS2	NM_001127231	chr7	69712637			chr7	70360227	6	40-PASFCV	+	-
OS	diagnosis	COL1A2	NM_000089	chr7	94024642			chr7	94062232	73	40-PASFCV	+	+
OS	diagnosis	LHFPL3	NM_199000	chr7	104036212	DOCK4	NM_014705	chr7	111749419	19	40-PASFCV	-	-
OS	diagnosis	LHFPL3	NM_199000	chr7	104047219	POT1	NM_001042594	chr7	124549207	31	40-PASFCV	+	-
OS	diagnosis	LHFPL3	NM_199000	chr7	104063097	IMMP2L	NM_032549	chr7	110545666	25	40-PASFCV	-	+
OS	diagnosis	NAMPT	NM_005746	chr7	105898979	PTPRZ1	NM_002851	chr7	121593353	36	40-PASFCV	+	+
OS	diagnosis	NAMPT	NM_005746	chr7	105912579			chr7	112374495	8	40-PASFCV	+	+
OS	diagnosis	PIK3CG	NM_002649	chr7	106514065			chr7	117709714	19	40-PASFCV	-	+
OS	diagnosis	COG5	NM_001161520	chr7	107093345			chr7	115212798	24	40-PASFCV	+	-
OS	diagnosis	IMMP2L	NM_032549	chr7	110646100			chr7	117666122	35	40-PASFCV	+	-
OS	diagnosis	DOCK4	NM_014705	chr7	111476316			chr7	129128315	21	40-PASFCV	-	-
OS	diagnosis	PPP1R3A	NM_002711	chr7	113533298	POT1	NM_001042594	chr7	124529448	22	40-PASFCV	+	-
OS	diagnosis			chr7	114508919	STRIP2	NM_020704	chr7	129124713	23	40-PASFCV	+	+
OS	diagnosis			chr7	117721457	IQUB	NM_178827	chr7	123147705	17	40-PASFCV	-	-
OS	diagnosis			chr7	117706226	NRF1	NM_001040110	chr7	129353596	26	40-PASFCV	-	+
OS	diagnosis			chr7	117707588	POT1	NM_001042594	chr7	124535312	17	40-PASFCV	+	+
OS	diagnosis	IQUB	NM_178827	chr7	123147311	IQUB	NM_178827	chr7	123147777	6	40-PASFCV	-	+
OS	diagnosis	IQUB	NM_178827	chr7	123147783	CNTNAP2	NM_014141	chr7	146900504	4	40-PASFCV	+	+
OS	diagnosis			chr7	124778668	DGKI	NM_004717	chr7	137275032	13	40-PASFCV	-	+
OS	diagnosis			chr7	126017080	CNTNAP2	NM_014141	chr7	146896337	18	40-PASFCV	-	+
OS	diagnosis	STRIP2	NM_001134336	chr7	129103861			chr7	155086110	17	40-PASFCV	+	-
OS	diagnosis	CHCHD3	NM_017812	chr7	132725653	CNTNAP2	NM_014141	chr7	146912866	19	40-PASFCV	-	+
OS	diagnosis	DGKI	NM_004717	chr7	137281818			chr7	142222958	20	40-PASFCV	+	-
OS	diagnosis	NKAIN3	NM_173688	chr8	63369909	NKAIN3	NM_173688	chr8	63631036	68	40-PASFCV	+	+
OS	diagnosis	WISP1	NM_003882	chr8	134230465			chr17	44341239	11	40-PASFCV	+	+
OS	diagnosis			chr9	101975651	GREB1L	NM_001142966	chr18	18870651	22	40-PASFCV	-	-
OS	diagnosis	DUSP5	NM_004419	chr10	112266704			chr10	112289756	82	40-PASFCV	+	+
OS	diagnosis	TCF7L2	NM_001146274	chr10	114895005			chr12	375534	36	40-PASFCV	-	-
OS	diagnosis			chr11	5367851	SEPT9	NM_001113491	chr17	75351178	82	40-PASFCV	-	+
OS	diagnosis			chr12	375606	B4GALNT3	NM_173593	chr12	578349	25	40-PASFCV	+	+
OS	diagnosis	ERC1	NM_178039	chr12	1157188	ERC1	NM_178039	chr12	1472456	40	40-PASFCV	-	-
OS	diagnosis	TULP3	NM_001160408	chr12	3007746	SEC14L1	NM_001039573	chr17	75138534	102	40-PASFCV	+	+
OS	diagnosis	TULP3	NM_001160408	chr12	3007752			chr14	24857692	36	40-PASFCV	-	+
OS	diagnosis	LCP1	NM_002298	chr13	46737788			chr14	90912016	3	40-PASFCV	+	-
OS	diagnosis			chr14	24805072	PHF23	NM_024297	chr17	7140617	300	40-PASFCV	+	+
OS	diagnosis	AK7	NM_152327	chr14	96873091	SEC14L1	NM_001039573	chr17	75138526	17	40-PASFCV	-	-
OS	diagnosis	RORA	NM_134261	chr15	61503168	LRRC49	NM_017691	chr15	71200449	102	40-PASFCV	+	-
OS	diagnosis	RORA	NM_134261	chr15	61503187			chr15	86498257	66	40-PASFCV	-	-
OS	diagnosis	LRRC49	NM_017691	chr15	71200508			chr15	86498280	47	40-PASFCV	-	+
OS	diagnosis	PRPF8	NM_006445	chr17	1564989	DNAH2	NM_020877	chr17	7651753	40	40-PASFCV	+	+
OS	diagnosis	RAP1GAP2	NM_001100398	chr17	2940725	TP53	NM_000546	chr17	7588451	117	40-PASFCV	+	-
OS	diagnosis	CTDNEP1	NM_001143775	chr17	7151268	SEC14L1	NM_001039573	chr17	75147917	147	40-PASFCV	+	-
OS	diagnosis			chr17	7299703	TP53	NM_000546	chr17	7589073	83	40-PASFCV	+	+
OS	diagnosis			chr17	16901995	PEMT	NM_148172	chr17	17490980	28	40-PASFCV	+	+
OS	diagnosis			chr17	37355374	WNT3	NM_030753	chr17	44857271	60	40-PASFCV	+	-
OS	diagnosis	SLC39A11	NM_001159770	chr17	70702461	RAB37	NM_001006638	chr17	72734012	61	40-PASFCV	+	-
OS	diagnosis	SLC39A11	NM_001159770	chr17	70702468	SLC9A3R1	NM_004252	chr17	72745203	30	40-PASFCV	-	+
OS	diagnosis	L3MBTL4	NM_173464	chr18	6113891	CEP192	NM_032142	chr18	13119133	37	40-PASFCV	-	-
OS	diagnosis			chr22	19636201	IL1RAPL2	NM_017416	chrX	104089274	4	40-PASFCV	-	-
OS	diagnosis			chrX	20308189	CXorf30	NM_001098843	chrX	36295146	12	40-PASFCV	+	-
OS	diagnosis	IL1RAPL1	NM_014271	chrX	28931602			chrX	68650809	18	40-PASFCV	+	-
OS	diagnosis	DMD	NM_000109	chrX	31349136			chrX	68648870	3	40-PASFCV	-	+
OS	diagnosis			chrX	45928743	WNK3	NM_001002838	chrX	54294345	5	40-PASFCV	-	-
OS	diagnosis	CLCN5	NM_000084	chrX	49846132			chrX	54929379	33	40-PASFCV	+	-
OS	diagnosis	WNK3	NM_001002838	chrX	54368328	FAM155B	NM_015686	chrX	68731693	20	40-PASFCV	+	+
OS	diagnosis	FGD1	NM_004463	chrX	54519905	FAM155B	NM_015686	chrX	68731145	10	40-PASFCV	+	-
OS	diagnosis			chrX	65697679	BHLHB9	NM_001142524	chrX	102001183	9	40-PASFCV	+	-
OS	diagnosis	GDPD2	NM_001171191	chrX	69648504			chrX	79001735	6	40-PASFCV	-	-
OS	diagnosis			chrX	79540527	HDX	NM_001177478	chrX	83597255	4	40-PASFCV	+	+
OS	diagnosis			chrX	80954785	PCDH11X	NM_001168360	chrX	91147977	5	40-PASFCV	-	+
OS	diagnosis	PCDH11X	NM_001168360	chrX	91570073	IL1RAPL2	NM_017416	chrX	104065818	6	40-PASFCV	-	-
OS	diagnosis	FBXO42	NM_018994	chr1	16584438	FBXO42	NM_018994	chr1	16633649	15	40-PATMXR	+	+
OS	diagnosis			chr1	18193611	LRRC49	NM_017691	chr15	71233039	30	40-PATMXR	+	+
OS	diagnosis			chr1	18204490	GRIK3	NM_000831	chr1	37453988	11	40-PATMXR	+	-
OS	diagnosis			chr1	32041771	CSMD2	NM_052896	chr1	34280787	9	40-PATMXR	-	-
OS	diagnosis	CSMD2	NM_052896	chr1	34273564			chr1	54357563	4	40-PATMXR	+	-
OS	diagnosis	HIVEP3	NM_001127714	chr1	42010967			chr21	44632445	3	40-PATMXR	+	-
OS	diagnosis			chr1	44827231	NEGR1	NM_173808	chr1	72111597	23	40-PATMXR	-	+
OS	diagnosis	FAF1	NM_007051	chr1	51184719	FAF1	NM_007051	chr1	51267264	50	40-PATMXR	-	-
OS	diagnosis			chr1	60625340	ASH1L	NM_018489	chr1	155523137	24	40-PATMXR	+	-
OS	diagnosis	NEGR1	NM_173808	chr1	72304326			chr2	19718035	25	40-PATMXR	+	+
OS	diagnosis			chr1	85061949	LHX3	NM_014564	chr9	139088722	46	40-PATMXR	-	+
OS	diagnosis	GTF2B	NM_001514	chr1	89355681			chr1	91580250	12	40-PATMXR	-	+
OS	diagnosis			chr1	91670449	ABCD3	NM_002858	chr1	94944935	18	40-PATMXR	+	-
OS	diagnosis	DPYD	NM_000110	chr1	97844318	ZIM3	NM_052882	chr19	57647106	99	40-PATMXR	-	+
OS	diagnosis	DPYD	NM_000110	chr1	97958778	AURKC	NM_001015878	chr19	57745828	24	40-PATMXR	+	+
OS	diagnosis	CHIAP2	NR_003928	chr1	111825430	ADORA3	NM_001081976	chr1	112084104	4	40-PATMXR	-	-
OS	diagnosis			chr1	118833990	PDE4DIP	NM_001002811	chr1	144922124	79	40-PATMXR	+	+
OS	diagnosis	PDE4DIP	NM_001002811	chr1	144922491	PDE4DIP	NM_001002811	chr1	144922808	4	40-PATMXR	+	-
OS	diagnosis	NOTCH2NL	NM_203458	chr1	145215767	MAP7	NM_003980	chr6	136688634	6	40-PATMXR	-	-
OS	diagnosis			chr1	193553482	RAG2	NM_000536	chr11	36617150	50	40-PATMXR	+	-
OS	diagnosis	SDCCAG8	NM_006642	chr1	243491676	KIF26B	NM_018012	chr1	245667704	33	40-PATMXR	+	-
OS	diagnosis			chr2	870902	SEMA7A	NM_001146029	chr15	74722604	41	40-PATMXR	-	-
OS	diagnosis			chr2	14730010	DNAJC27	NM_016544	chr2	25169857	23	40-PATMXR	+	+
OS	diagnosis	ABCB11	NM_003742	chr2	169863839			chr2	180149450	6	40-PATMXR	+	-
OS	diagnosis	SLC39A10	NM_001127257	chr2	196545607	HECW2	NM_020760	chr2	197324198	180	40-PATMXR	+	+
OS	diagnosis	FBXO36	NM_174899	chr2	230852874			chr2	240718840	23	40-PATMXR	+	-
OS	diagnosis	PSMD1	NM_001191037	chr2	231935789			chr7	100045	8	40-PATMXR	+	+
OS	diagnosis	HTR2B	NM_000867	chr2	231985213	ESPNL	NM_194312	chr2	239028809	6	40-PATMXR	-	+
OS	diagnosis	HTR2B	NM_000867	chr2	231985643	PSMD1	NM_001191037	chr2	231994116	16	40-PATMXR	+	-
OS	diagnosis	PSMD1	NM_001191037	chr2	231993621	ESPNL	NM_194312	chr2	239028681	38	40-PATMXR	-	+
OS	diagnosis	USP40	NM_018218	chr2	234464097	MTERF4	NM_182501	chr2	242036548	12	40-PATMXR	-	+
OS	diagnosis			chr2	234687385	PASK	NM_015148	chr2	242066342	33	40-PATMXR	+	-
OS	diagnosis			chr3	22992717	STAC	NM_003149	chr3	36560915	6	40-PATMXR	+	+
OS	diagnosis	PTPRG	NM_002841	chr3	61572030			chr8	109835769	93	40-PATMXR	+	-
OS	diagnosis	ATP13A4	NM_032279	chr3	193228426			chr3	197303513	45	40-PATMXR	-	+
OS	diagnosis	ETNPPL	NM_001146590	chr4	109679742			chr4	109691926	25	40-PATMXR	-	-
OS	diagnosis			chr4	147891013	GLRB	NM_000824	chr4	158045709	14	40-PATMXR	+	+
OS	diagnosis			chr4	150156114	FSTL5	NM_001128427	chr4	162651991	24	40-PATMXR	+	+
OS	diagnosis	FSTL5	NM_001128427	chr4	162905228			chr4	165465698	42	40-PATMXR	+	-
OS	diagnosis	ANXA10	NM_007193	chr4	169018256	STK38	NM_007271	chr6	36503255	9	40-PATMXR	+	+
OS	diagnosis	LIFR	NM_001127671	chr5	38524080			chr5	38791211	6	40-PATMXR	+	+
OS	diagnosis	NLN	NM_020726	chr5	65032509	NLN	NM_020726	chr5	65095510	25	40-PATMXR	-	-
